3975033750	Hz	-52.41	dBm
3990033500	Hz	-54.17	dBm
4005033250	Hz	-48.08	dBm
4020033000	Hz	-47.88	dBm
4035032750	Hz	-47.73	dBm
4050032500	Hz	-50.33	dBm
4065032250	Hz	-50.70	dBm
4080032000	Hz	-47.52	dBm
4095031750	Hz	-49.77	dBm
4110031500	Hz	-48.89	dBm
4125031250	Hz	-51.33	dBm
4140031000	Hz	-47.20	dBm
4155030750	Hz	-50.25	dBm
4170030500	Hz	-48.70	dBm
4185030250	Hz	-49.72	dBm
4200030000	Hz	-54.09	dBm
4215029750	Hz	-48.80	dBm
4230029500	Hz	-50.56	dBm
4245029250	Hz	-52.77	dBm
4260029000	Hz	-50.81	dBm
4275028750	Hz	-49.44	dBm
4290028500	Hz	-49.34	dBm
4305028250	Hz	-50.72	dBm
4320028000	Hz	-48.19	dBm
4335027750	Hz	-50.03	dBm
4350027500	Hz	-46.06	dBm
4365027250	Hz	-52.05	dBm
4380027000	Hz	-46.41	dBm
4395026750	Hz	-53.13	dBm
4410026500	Hz	-45.34	dBm
4425026250	Hz	-47.72	dBm
4440026000	Hz	-45.13	dBm
4455025750	Hz	-48.67	dBm
4470025500	Hz	-48.61	dBm
4485025250	Hz	-47.91	dBm
4500025000	Hz	-48.95	dBm
4515024750	Hz	-47.63	dBm
4530024500	Hz	-47.86	dBm
4545024250	Hz	-49.81	dBm
4560024000	Hz	-45.16	dBm
4575023750	Hz	-49.20	dBm
4590023500	Hz	-50.73	dBm
4605023250	Hz	-51.77	dBm
4620023000	Hz	-46.88	dBm
4635022750	Hz	-48.36	dBm
4650022500	Hz	-47.38	dBm
4665022250	Hz	-49.17	dBm
4680022000	Hz	-50.94	dBm
4695021750	Hz	-49.34	dBm
4710021500	Hz	-50.77	dBm
4725021250	Hz	-47.78	dBm
4740021000	Hz	-49.39	dBm
4755020750	Hz	-54.16	dBm
4770020500	Hz	-51.63	dBm
4785020250	Hz	-52.30	dBm
4800020000	Hz	-53.28	dBm
4815019750	Hz	-54.28	dBm
4830019500	Hz	-51.77	dBm
4845019250	Hz	-54.86	dBm
4860019000	Hz	-51.86	dBm
4875018750	Hz	-50.89	dBm
4890018500	Hz	-49.81	dBm
4905018250	Hz	-49.47	dBm
4920018000	Hz	-48.64	dBm
4935017750	Hz	-50.52	dBm
4950017500	Hz	-49.94	dBm
4965017250	Hz	-52.47	dBm
4980017000	Hz	-52.39	dBm
4995016750	Hz	-48.81	dBm
5010016500	Hz	-46.08	dBm
5025016250	Hz	-49.88	dBm
5040016000	Hz	-50.61	dBm
5055015750	Hz	-49.02	dBm
5070015500	Hz	-49.20	dBm
5085015250	Hz	-50.81	dBm
5100015000	Hz	-47.91	dBm
5115014750	Hz	-48.84	dBm
5130014500	Hz	-47.28	dBm
5145014250	Hz	-46.84	dBm
5160014000	Hz	-44.97	dBm
5175013750	Hz	-46.22	dBm
5190013500	Hz	-50.05	dBm
5205013250	Hz	-45.73	dBm
5220013000	Hz	-46.78	dBm
5235012750	Hz	-49.59	dBm
5250012500	Hz	-49.23	dBm
5265012250	Hz	-48.75	dBm
5280012000	Hz	-47.98	dBm
5295011750	Hz	-47.73	dBm
5310011500	Hz	-48.56	dBm
5325011250	Hz	-50.81	dBm
5340011000	Hz	-48.44	dBm
5355010750	Hz	-49.00	dBm
5370010500	Hz	-47.59	dBm
5385010250	Hz	-49.33	dBm
5400010000	Hz	-49.48	dBm
5415009750	Hz	-50.42	dBm
5430009500	Hz	-47.98	dBm
5445009250	Hz	-47.83	dBm
5460009000	Hz	-51.94	dBm
5475008750	Hz	-46.61	dBm
5490008500	Hz	-46.89	dBm
5505008250	Hz	-45.30	dBm
5520008000	Hz	-46.13	dBm
5535007750	Hz	-46.98	dBm
5550007500	Hz	-48.78	dBm
5565007250	Hz	-45.25	dBm
5580007000	Hz	-45.55	dBm
5595006750	Hz	-44.86	dBm
5610006500	Hz	-46.98	dBm
5625006250	Hz	-45.53	dBm
5640006000	Hz	-45.42	dBm
5655005750	Hz	-45.16	dBm
5670005500	Hz	-45.39	dBm
5685005250	Hz	-49.00	dBm
5700005000	Hz	-49.47	dBm
5715004750	Hz	-45.45	dBm
5730004500	Hz	-50.17	dBm
5745004250	Hz	-44.78	dBm
5760004000	Hz	-46.33	dBm
5775003750	Hz	-49.97	dBm
5790003500	Hz	-45.84	dBm
5805003250	Hz	-46.36	dBm
5820003000	Hz	-46.19	dBm
5835002750	Hz	-42.89	dBm
5850002500	Hz	-42.44	dBm
5865002250	Hz	-44.72	dBm
5880002000	Hz	-45.09	dBm
5895001750	Hz	-46.02	dBm
5910001500	Hz	-42.97	dBm
5925001250	Hz	-45.31	dBm
5940001000	Hz	-44.75	dBm
5955000750	Hz	-41.23	dBm
5970000500	Hz	-44.48	dBm
5985000250	Hz	-43.88	dBm
6000000000	Hz	-44.98	dBm
